path,status,notes
app\Filament\Resources\ServiceTypeResource\Pages\CreateServiceType.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceJobResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\UpdateExecutorAvailabilityRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\StoreExecutorLocationPingRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\ResolveOperationExceptionRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\ResolveExceptionRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\ManualReassignRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\ManualDispatchRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\DispatchServiceJobRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Ops\AcknowledgeExceptionRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\EcoDisposalOrderRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\EcoDisposalEstimateRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource\Pages\ViewApiKey.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource\Pages\ShowApiKey.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource\Pages\ListApiKeys.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource\Pages\EditApiKey.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource\Pages\CreateApiKey.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AnalyticsResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Delivery\QuickOrderRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceJobResource\Pages\ViewServiceJob.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceJobResource\Pages\ListServiceJobs.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Cart\OptimizeCartRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Auth\LoginRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Widgets\CategoryStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Widgets\CategoryServicesWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Widgets\CategoriesOverviewWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AnalyticsResource\Pages\ListAnalytics.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AnalyticsResource\Pages\EditAnalytics.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdminIpRuleResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Pages\ListServiceCategories.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Pages\EditServiceCategory.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceCategoryResource\Pages\CreateServiceCategory.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Api\Helper\FinishVisitRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\RelationManagers\OrdersRelationManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\RelationManagers\EmployeesRelationManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdminIpRuleResource\Pages\ListAdminIpRules.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdminIpRuleResource\Pages\EditAdminIpRule.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdminIpRuleResource\Pages\CreateAdminIpRule.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdImportResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\Pages\ViewScheduleSlot.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\Pages\ListScheduleSlots.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\Pages\EditScheduleSlot.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ScheduleSlotResource\Pages\CreateScheduleSlot.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePresetResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdImportResource\Pages\ListAdImports.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdImportResource\Pages\CreateAdImport.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdFeatureResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePresetResource\Pages\ListRoadsidePresets.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePresetResource\Pages\EditRoadsidePreset.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePresetResource\Pages\CreateRoadsidePreset.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePartnerResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdFeatureResource\Pages\ListAdFeatures.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdFeatureResource\Pages\EditAdFeature.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdFeatureResource\Pages\CreateAdFeature.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdCategoryResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePartnerResource\Pages\ListRoadsidePartners.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePartnerResource\Pages\EditRoadsidePartner.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsidePartnerResource\Pages\CreateRoadsidePartner.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsideEmergencyResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdCategoryResource\Pages\ListAdCategories.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdCategoryResource\Pages\EditAdCategory.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AdCategoryResource\Pages\CreateAdCategory.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\VirtualOfficeDashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Virtual3DOffice.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Virtual2DOffice.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\UnifiedOperationsCore.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\TasksTimeline.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\TasksKanban.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\SocialCareDashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\SocialCareAnalytics.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\ServiceJobsBoard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Security\TwoFactorSetup.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Security\AuditLogs.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Security\ApiKeys.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Security\AdminIpRules.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\RoadsideDispatchBoard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\RoadsideDebugPage.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\RoadsideDashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\OperationsCoreBoard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\OperationExceptionsList.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\LiveOperationsMap.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\ExceptionSlaCenter.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\EcoDisposalDashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\DispatchRulePreview.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Dispatch.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\DeliveryOperationsBoard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Dashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\AssistantDashboard.php,PENDING_REVIEW,queued for manual review
app\Filament\Pages\Analytics.php.disabled,PENDING_REVIEW,queued for manual review
app\\Filament\\Pages\\AgentTeamChat.php,REVIEWED,validated as canonical chat page for AiAgentTeamChat alias fix
resources\views\account\repairs\show.blade.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsideEmergencyResource\Pages\ListRoadsideEmergencies.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsideEmergencyResource\Pages\EditRoadsideEmergency.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadsideEmergencyResource\Pages\CreateRoadsideEmergency.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadHelperProfileResource.php,PENDING_REVIEW,queued for manual review
app\Exceptions\Handler.php,PENDING_REVIEW,queued for manual review
app\Events\UserRegistered.php,PENDING_REVIEW,queued for manual review
app\Events\TravelTimeUpdated.php,PENDING_REVIEW,queued for manual review
app\Events\TrafficIncidentUpdated.php,PENDING_REVIEW,queued for manual review
app\Events\TaskFailed.php,PENDING_REVIEW,queued for manual review
app\Events\TaskCreated.php,PENDING_REVIEW,queued for manual review
app\Events\TaskCompleted.php,PENDING_REVIEW,queued for manual review
app\Events\TaskAssigned.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\VisitReportSubmitted.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\SocialCareEmergencyTriggered.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\CarePlanCreated.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\CareOrderStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\CareOrderRescheduleRequested.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\CareOrderCreated.php,PENDING_REVIEW,queued for manual review
app\Events\SocialCare\CareOrderAssignedToHelper.php,PENDING_REVIEW,queued for manual review
app\Events\SlotCapacityChanged.php,PENDING_REVIEW,queued for manual review
app\Events\ServiceJobCreated.php,PENDING_REVIEW,queued for manual review
app\Events\RoleAssigned.php,PENDING_REVIEW,queued for manual review
app\Events\RepairUpdateCreated.php,PENDING_REVIEW,queued for manual review
app\Events\RepairProjectStatusUpdated.php,PENDING_REVIEW,queued for manual review
app\Events\RepairProjectCreated.php,PENDING_REVIEW,queued for manual review
app\Events\OrganizationCreated.php,PENDING_REVIEW,queued for manual review
app\Events\OrderPlaced.php,PENDING_REVIEW,queued for manual review
app\Events\OrderPaid.php,PENDING_REVIEW,queued for manual review
app\Events\OrderCreated.php,PENDING_REVIEW,queued for manual review
app\Events\OrderCompleted.php,PENDING_REVIEW,queued for manual review
app\Events\OrderCanceled.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadHelperProfileResource\Pages\ListRoadHelperProfiles.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadHelperProfileResource\Pages\EditRoadHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RoadHelperProfileResource\Pages\CreateRoadHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RetailStoreResource.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\SlaWarningRaised.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\SlaBreached.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\JobStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\JobCompleted.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\ExecutorLocationUpdated.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\ExceptionOpened.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\EtaRecalculated.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\DispatchRequested.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\AssignmentCreated.php,PENDING_REVIEW,queued for manual review
app\Events\Operations\AssignmentAccepted.php,PENDING_REVIEW,queued for manual review
app\Events\HandymanOrderRequested.php,PENDING_REVIEW,queued for manual review
app\Events\HandymanJobCompleted.php,PENDING_REVIEW,queued for manual review
app\Events\HandymanAssignmentStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Events\EcoDisposal\EcoDisposalTeamAssigned.php,PENDING_REVIEW,queued for manual review
app\Events\EcoDisposal\EcoDisposalStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Events\EcoDisposal\EcoDisposalPartnerAssigned.php,PENDING_REVIEW,queued for manual review
resources\views\account\profile\edit.blade.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RetailStoreResource\Pages\ListRetailStores.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RetailStoreResource\Pages\EditRetailStore.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RetailStoreResource\Pages\CreateRetailStore.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\RestaurantResource.php,PENDING_REVIEW,queued for manual review
resources\views\account\partials\client-switcher.blade.php,PENDING_REVIEW,queued for manual review
app\Events\Delivery\OrderUpdated.php,PENDING_REVIEW,queued for manual review
app\Events\Delivery\OrderCreated.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimSlaBreached.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimResolved.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimRejected.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimOpened.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimMessageCreated.php,PENDING_REVIEW,queued for manual review
app\Events\ClaimCreated.php,PENDING_REVIEW,queued for manual review
app\Events\AssistantMessageCreated.php,PENDING_REVIEW,queued for manual review
app\Events\AdSoldEvent.php,PENDING_REVIEW,queued for manual review
app\Events\AdExpiredEvent.php,PENDING_REVIEW,queued for manual review
resources\views\account\orders\show.blade.php,PENDING_REVIEW,queued for manual review
resources\views\account\orders\review.blade.php,PENDING_REVIEW,queued for manual review
